index,sentence,year,label,orig_index
239,"The Committee, based on its assessment at each meeting, has felt comfortable saying that, based on its assessment of those factors, it considers that it will be likely appropriate to maintain the current target range for a considerable time after the asset purchase program ends, especially if inflation remains below the 2 percent objective.",2016,2,234
88,"As a consequence, a sustainable, non-inflationary expansion is likely to involve some moderation in the growth of economic activity to a rate more consistent with the expansion of the nationâ€™s underlying productive capacity.",2017,1,87
328,"Higher interest rates are working to temper demand and bring it into better alignment with supply, which is still constrained.",2021,1,319
903,"The faster pace of real GDP growth was expected to be supported by an easing in the restraint from changes in fiscal policy, increases in consumer and business confidence, further improvements in credit availability and financial conditions, and a pickup in the rate of foreign economic growth.",2021,1,853
661,"Participants agreed that the path of the economy would depend significantly on the course of the virus and that the ongoing public health crisis would continue to weigh on economic activity, employment, and inflation in the near term.",2004,0,627
954,"Unfortunately, from the point of view of both the analyst and the policymaker, the link between an asset's price and the structure of its return is hard to pin down, as it typically embodies complex factors that are inherently difficult to measure, such as expected future earnings, riskiness, and risk aversion.",2005,2,925
597,"Nonetheless, the current account deficit continued to grow as a result of the surge in U.S. investment and productivity and the associated capital inflows seeking the higher U.S. rates of return.",2003,1,578
9,"A Framework for Analyzing the Growth of Labor ProductivityA great success story for the American economy has been the resurgence of productivity growth that began around 1995.1 From 1973 to 1995, labor productivity in the nonfarm business sector increased at an annual rate of 1-1/2 percent.",1999,0,9
876,The average rate of growth of CRE loans at banks continued to be strong in October and November.,2009,1,827
562,"Moreover, economic theory indicates that the equilibrium level of short-term real interest rates would likely remain low relative to estimates of its level before the financial crisis if trend growth of total factor productivity does not pick up and if demographic projections for slow growth in working-age populations are borne out.",2003,0,533
467,"Key factors that influence consumer spending--including a low unemployment rate, ongoing gains in real labor compensation, and still elevated measures of households' net worth--were supportive of a pickup in consumer spending to a solid pace in the near term.",2005,1,446
702,Some occasions call for significant swings in currency or reserves because of seasonal demands for cash and loans.,2017,2,681
584,Most other market interest rates declined further on balance over the period in an atmosphere of greater volatility in financial markets.,2021,0,554
154,"But if our assessment is correct that inflation is temporary, it would be unwise for us to take actions that might slow the recovery prematurely by trying to stay ahead of inflation, when our best estimate is that we are not far behind.",2000,0,152
362,"In the September Senior Credit Officer Opinion Survey on Dealer Financing Terms (SCOOS), dealers indicated, on net, that they loosened credit terms applicable to several important classes of counterparties and types of collateral over the past three months amid increased demand for funding for most types of securities covered in the survey.",2022,2,347
987,the anticipated decline in the unemployment rate was somewhat slower than in the previous projection.,1997,0,931
234,"That transition itself could help bring inflation down, because, presumably, people would spend a little less on goods while they start spending more on travel and all sorts of travel services and things like that.",2016,2,229
269,"However, several participants pointed out that the 3-month change in that index had firmed recently, signaling some improvement in the inflation outlook.",2008,2,260
454,"In the labor market, about half of the 22 million jobs that were lost in the spring have been restored, and the unemployment rate has fallen since April by nearly 7 percentage points to 7.9 percent as of September.",2000,0,441
456,"In the modal outlook, monetary policy tightening to temper demand, in combination with improvements in supply, is expected to reduce demandâ€“supply imbalances and reduce inflation over time.10 The real yield curve is now in solidly positive territory at all",2000,1,442
721,"That ex post relationship, the correlation between actual--instead of intended--domestic saving and domestic investment was the object of the seminal work by Feldstein and Horioka a quarter century ago.4 Without the evident worldwide fall in home bias over the past decade, noted earlier, the United States would not have been able to finance its recent current account deficits, and, accordingly, these deficits would have been smaller.",2002,2,699
56,"Although the unemployment rate is at a 50-year low, wages are rising broadly in line with productivity growth and underlying inflation.",1997,0,55
288,"If incoming information broadly supports the Committee's expectation of ongoing improvement in labor market conditions and inflation moving back toward its longer-run objective, the Committee will likely reduce the pace of asset purchases in further measured steps at future meetings.",2015,1,276
927,The members also agreed on the desirability of retaining the assessment that the risks with regard to the outlook for economic growth were balanced.,2006,2,876
1066,"Total nonfarm payroll employment increased at a solid pace in October and November, and the unemployment rate declined, reaching 4.",2013,1,1006
983,"The staff forecast prepared for this meeting suggested that economic activity likely would start to turn up early in 2002 as inventory liquidation tapered off, and would gather strength only gradually.",2019,2,927
904,"The faster pace of real GDP growth was expected to be supported by an easing in the restraint from changes in fiscal policy, increases in consumer and business confidence, further improvements in credit availability and financial conditions, and a pickup in the rate of foreign economic growth.",2021,1,854
70,"And similar, sometimes even sharper, trajectories of house prices have been witnessed in some economies in which the central banks said they were paying more attention to asset prices.",1998,2,69
331,"In furtherance of these objectives, the Committee at its meeting in July reaffirmed the ranges it had established in January for growth of M2 and M3 of 1 to 5 percent and 2 to 6 percent respectively, measured from the fourth quarter of 1995 to the fourth quarter of 1996.",2017,2,316
181,"By reducing our scope to support the economy by cutting interest rates, the lower bound increases downward risks to employment and inflation.22 To counter these risks, we are prepared to use our full range of tools to support the economy.",2013,0,179
110,"At the same time, however, the staff increased the growth rate forecast for 2006 to reflect the boost to economic activity from the rebuilding effort.",2021,1,107
145,"Consistent with the Committee's decision to leave the target range for the federal funds rate unchanged, the Board of Governors voted unanimously to leave the interest rates on required and excess reserve balances at 0.",1996,2,142
675,Participants expected economic activity to contract sharply in the fourth quarter of 2008 and in early 2009.,2008,0,640
305,"We’re charged by Congress with trying to pursue maximum employment, and we have taken that very seriously.",2022,0,298
56,"And, at a high level, yes, I would say, and I’ve said before, that it’s really fiscal policy that is more powerful and that has much more to do with—fiscal policy can do those things that will increase the longer-run growth rate of the United States by improving productivity and labor force September 18, 2019 participation and the skills and aptitudes of workers.",2011,2,55
316,"In contrast, CRE loan growth at banks was weak in July and August, likely partly driven by the recovery of CMBS markets.",2018,2,301
478,"Looking ahead, an abatement or reversal of some of the temporary factors reducing prices was likely to raise measured inflation.",2019,1,457
282,"We had a 10 percent unemployment rate, and our congressional mandate is maximum employment and price stability.",2015,0,276
86,"But now, let’s go to your—the part of your question about inflation.",2020,2,83
815,"Still, most members projected that over the next couple of years, the unemployment rate would remain quite elevated and the level of inflation would remain below rates consistent over the longer run with the Federal Reserve's objectives.",2002,0,770
274,"However, some participants indicated that underlying inflation remained subdued",2008,0,263
1008,"With regard to our price-stability mandate,",2000,2,978
325,Here's a wonderful game: Assume that the ECB governing council or the Bank of England's Monetary Policy Committee replaced the Federal Open Market Committee and made monetary policy in the United States--or vice versa.,1999,2,316
125,"Because current inflation is affected by inflation expectations, the smaller increase in expected inflation will lead to a smaller increase in actual inflation as well.",2007,1,124
311,"In conjunction with the FOMC meeting in April, all meeting participants (Federal Reserve Board members and Reserve Bank presidents) provided annual projections for economic growth, the unemployment rate, and inflation for the period 2008 through 2010.",2011,2,296
629,"another is the growing literature on the interaction of learning, inflation dynamics, and monetary policy.",2001,2,609
180,"By fostering increased interactions among central banks, academics, and the public in many different countries, globalization has helped spread a common culture that stresses the benefits of achieving price stability.",2013,1,178
326,"In determining the timing and size of future adjustments to the target range for the federal funds rate, the Committee will assess realized and expected economic conditions relative to its maximum employment objective and its symmetric 2 percent inflation objective.",2001,2,311
767,these participants noted the risk that such cautious attitudes toward hiring could slow the pace at which the unemployment rate normalized.,2014,2,726
869,"These productivity gains result from many forces, including business investment that has increased the amount and quality of capital available to the workforce, business process innovations, and the growth of innovative, research-intensive industries such as information technology and biotechnology.",2001,2,842
269,"This was before inflation really was under control, but, you know, it’s very interesting to look at the history.",2022,2,264
187,labor productivity remained on a strong upward trend.,2005,0,180
283,"For example, if financial market participants thought that the Federal Reserve were not dedicated to maintaining long-run price stability, they would be less willing to hold dollar-denominated assets and the resulting decline in the exchange value of the dollar would tend to add to inflationary pressures.",2004,1,277
846,"There are also asymmetric price effects from cost shocksâ€”prices go up very quickly but often tend to come down more slowly, as consumers slowly learn that the bottlenecks have gone away.",2004,1,821
821,The second requirement contributes to the first and also to smoothing fluctuations in output around full employment.,2017,0,798
780,"Some business executives reportedly believed that, with aggregate demand expanding robustly and the lower foreign exchange value of the dollar putting upward pressure on import prices, a degree of ""pricing power"" had returned.",2018,1,737
797,"The implication is that trend productivity and, ultimately, potential growth are lower than expected.",2004,0,774
251,"However, growth of mortgage loans on banks' books slowed somewhat in the first half of this year.",2007,0,242
448,"In the United States, Congress has set the objectives for monetary policy in the Federal Reserve Act, as amended in 1977.",2022,2,435
580,"Most Committee members, while acknowledging the deficiencies of structural models, viewed them as useful in their efforts to understand how the inflation process was changing and also as input to inflation forecasts.",2021,2,550
292,"For example, wages and prices that are set for some period in the future will of necessity embody the inflation expectations of the parties to the negotiation",2004,2,285
875,The available data for October suggested that the contribution of the change in net exports to real GDP growth in the fourth quarter would be much less negative than the drag of nearly 2 percentage points in the third quarter.,2009,2,826
116,"Available information suggested that economic activity in the major foreign industrial countries continued to advance, but at an uneven pace; in Germany, activity rebounded from the contraction in the first quarter, while in Japan a considerable slowing of growth had occurred in the second quarter after very rapid expansion in the first quarter.",2018,2,113
524,"subsequently moved up against the backdrop of an improving global growth outlook, higher commodity prices, depreciation of the dollar, and the stronger-than-expected reading on core inflation in the December CPI release.",2006,1,496
212,"Despite the progress to date and the signs of acceleration in the recovery, employment is still considerably short of where it was when the pandemic disrupted the economy and it is well below where it should be, considering the pre-pandemic trend.",1999,0,209
47,"Although in a number of sectors of the economy the imbalances between demand and supplyâ€”including labor supplyâ€”are substantial, I do continue to judge that these imbalances are likely to dissipate over time as the labor market and global supply chains eventually adjust and, importantly, do so without putting persistent upward pressure on price inflation and wage gains adjusted for productivity.",2006,2,46
523,"Jorgenson, Ho, and Stiroh use a similar methodology and find a range from a little less than 1-1/2 percent to about 3 percent with a central tendency of around 2-1/4 percent.5 These estimates are clearly plausible, but history does raise some warning flags concerning the length of time that productivity growth continues elevated.",2004,0,506
1108,"With inflation running persistently below this longer-run goal, the Committee will aim to achieve inflation moderately above 2 percent for some time so that inflation averages 2 percent over time and longer-term inflation expectations remain well anchored at 2 percent.",1999,2,1047
514,It is precisely because none of these preconditions hold that monetary policy is so difficult and principles are needed to guide its implementation.,1999,2,497
85,"As U.S. business investment has recently begun a cyclical recovery while residential investment has remained strong, the domestic saving shortfall has continued to widen, implying a rise in the current account deficit and increasing dependence of the United States on capital inflows.9 According to the story I have sketched thus far, events outside U.S. borders--such as the financial crises that induced emerging-market countries to switch from being international borrowers to international lenders--have played an important role in the evolution of the U.S. current account deficit, with transmission occurring primarily through endogenous changes in equity values, house prices, real interest rates, and the exchange value of the dollar.",2022,1,84
551,"Misconceptions about Inflation Targeting I would like to turn now, briefly, to comment on a few key misconceptions about inflation targeting that have gained some currency in the public debate.",2020,2,533
377,"In the housing sector, demand had continued to display appreciable strength in recent months in association with relatively moderate mortgage rates and very positive consumer assessments of homebuying conditions.",2009,2,362
768,The cutback in residential construction has directly reduced the annual rate of U.S. economic growth about 3/4 percentage point on average over the past year and a half.,2004,0,746
328,"In discussing the increases in U. S. longer-term interest rates that occurred in the wake of the June FOMC meeting and the associated press conference, meeting participants pointed to heightened financial market uncertainty about the path of monetary policy and a shift of market expectations toward less policy accommodation.",2001,1,313
545,"May 13, 2021 The Economic Outlook and Monetary Policy Governor Christopher J. Waller At The Global Interdependence Center's 39th Annual Monetary and Trade Conference, The LeBow College of Business, Drexel University, Philadelphia, Pennsylvania (via webcast) Share Watch Live Thank you, Kathleen, and thank you, George and the Global Interdependence Center, for the invitation to speak to you this afternoon.",1999,2,527
296,"For instance, monetary policymakers must accurately assess how disasters such as hurricanes, wildfires, and flooding affect labor markets, household and business spending, output, and prices.7 In deciding whether to alter monetary policy or, instead, to ""look through"" such shocks, policymakers need to assess the likely persistence of the effects and how widespread they are.",2020,2,288
125,"Broad stock price indexes rose, on net, over the intermeeting period, as investors responded to strong second-quarter earnings reports and indications that the economy may be stabilizing.",1999,2,122
431,Indicators for China in July pointed to only a modest slowing of output growth from its torrid pace in the first half of the year.,2016,2,414
617,"Nonetheless, the risks to the forecast for real GDP growth were viewed as tilted a little to the downside, especially because the economy was not well positioned to withstand adverse shocks while the target for the federal funds rate was at its effective lower bound.",1996,0,585
458,"In the past, a reasonable goal might have been to maintain a zero deficit in our on-budget accounts--those accounts that exclude the Social Security and Medicare surplus--and to begin a serious discussion of reforms to Social Security and Medicare to bring them closer into actuarial balance.",2021,2,444
172,"Crude oil prices continued to rise, reaching record levels in nominal terms over the intermeeting period.",2016,1,166
519,It will take time for the cumulative effect of tighter monetary policy to work through the economy broadly and to bring inflation down.,2000,1,502
981,"The staff forecast for total PCE price inflation in 2018 was revised up slightly, mainly because of a faster-than-expected increase in consumer energy prices in the second half.",2019,1,925
615,"Of course, the cost of this critical stabilization was the high unemployment and lost output associated with the sharp 1981-82 recession.",2002,0,595
461,"Job gains had been solid, on average, in recent months, and the unemployment rate had remained low.",2005,1,440
2,"After precipitous drops in March and April, employment rose strongly in May and June as many people returned to work from temporary layoffs.",2019,1,2
304,"We’re also, as part of our review, looking at potential innovations, changes to the way we think about things, changes to the framework that would lead us—that would be more supportive of achieving inflation on a 2 percent—on a symmetric 2 percent basis over time.",2022,2,297
238,"Eventually, financial markets may develop the instruments and associated analytical techniques for unearthing these implicit changes in the general price level with some precision.",1996,2,234
90,"But you didn’t under the merely adverse scenario, which featured an inflation shock followed by a quick rise in short-term rates.",2014,1,87
717,Term premiums could be lower when inflation expectations are well anchored or the macroeconomy is less volatile.,2005,2,696
757,The boom was fueled by a sustained acceleration of productivity and an accompanying rise in corporate profits--fundamental changes that justified a major rise in equity prices.,2021,0,735
133,"By 2009, the forecasts for both the headline and core PCE price indexes showed inflation receding from its 2008 level, in line with the previous forecasts.",2022,2,130
387,"forecasts of more moderate growth in aggregate demand at a pace around potential output had substantially reduced the odds on rising inflation, the risks still were pointed in that direction on balance.",2014,2,371
21,And inflation is well above target.,2020,1,21
955,"Using more-conventional specifications of Phillips curves, the research at the Federal Reserve Board (Ihrig and others, 2007) and the OECD (Pain, Koske, and Sollie, 2006), as well as Ball (2006), finds that foreign output gaps are not important determinants of domestic inflation.",2005,2,926
324,"Here is where unit labor costs, or specifically the relationship between productivity growth and wage increases, would come into play.",1999,2,315
29,And part of that just is the effect of lower interest rates.,2011,0,29
571,"Moreover, investing in EMEs has become more attractive as many EMEs have improved their macroeconomic policies and institutional frameworks over recent decades; growth differentials may partly be reflecting these improvements.",2006,2,553
548,"Median inflation in the nine countries likewise declined, averaging 9-1/2 percent in 1995-99 and 5 percent in 2000-04.Return to text 4.",2017,2,530
350,"In particular, the Committee decided today to keep the target range for the federal funds rate at 0 to 1/4 percent and currently anticipates that economic conditions--including low rates of resource utilization and a subdued outlook for inflation over the medium run--are likely to warrant exceptionally low levels for the federal funds rate at least through late 2014.",1997,0,335
3,"Again, that’s not a forecast, I’ve made a hypothesis, which would imply slower improvement in unemployment.",2019,0,3
558,"Moreover, a change in the ranges might be misinterpreted as a signal of greater reliance on the broad monetary aggregates in the formulation and conduct of monetary policy.",2018,2,529
210,"Despite some recent turbulence, owing in part to geopolitical events, stock prices have logged robust gains over the past 3-1/2 years, and broad equity indices have now retraced most of the ground lost between 2000 and 2002.",2021,2,207
140,"In light of increased uncertainties and muted inflation pressures, we now emphasize that the Committee will closely monitor the implications of incoming information for the economic outlook and will act as appropriate to sustain the expansion with a strong labor market and inflation near its 2 percent objective.",2013,0,135
111,"At the same time, the incentive to take advantage of increasingly efficient high-tech equipment and software typically available at declining prices would continue to provide an important underpinning for further large gains in investment spending, with favorable implications for continued rapid growth in productivity.",2021,2,108
302,"Fourth and finally, the statement codifies the key lesson from the Global Financial Crisisâ€”that financial stability is necessary for the achievement of our statutory goals of maximum employment and price stability.",2008,2,294
261,"The “extended period” language is conditioned on exactly those same points: “Extended period” is conditioned on resource slack, on subdued inflation, and on stable inflation expectations.",2015,0,256
26,"And obviously there are benefits from a strong economy to every household in the economy, including savers, from having a better job market and a more secure economy.",2011,2,26
562,"Monetary policy seeks to buffer the economy from unexpected adverse disruptions, or ""shocks.""",1997,2,544
621,"On this path, unemployment would decline modestly below current estimates of the natural rate and remain there for some time.",2017,1,601
367,"I will then turn to three challenges our dynamic economy is posing for policy at present: First, what would the consequences of a sharp rise in the price of oil be for the U.S. economy?",2001,1,357
889,This linkage establishes one important connection between the FOMC's target funds rate and interest rates more broadly.,2020,2,862
428,"In our new framework, we acknowledge that policy decisions going forward will be based on the FOMC's estimates of ""shortfalls [emphasis added] of employment from its maximum level""â€”not ""deviations.",2006,0,415
463,"In these circumstances, I believe, it is appropriate to put greater weight on incoming data to determine whether the stance of monetary policy should be changed.",2020,2,449
1043,They noted that the realization of such a development could make it harder for the Committee to achieve 2 percent inflation over the longer run.,1996,2,983
613,"Nonetheless, the members also noted that the rise in compensation increases had been damped and that there continued to be few indications of accelerating price inflation in the statistical and anecdotal information available at this time",2021,2,582
282,"However, those concerns generally were seen as outweighed by the benefit of avoiding tying the Committee's decision too closely to the unemployment rate alone,",2008,2,270
663,Participants also generally agreed that the recent data had not led them to significantly change their outlooks for the most likely rates of economic growth and inflation in coming quarters.,2004,2,629
506,It can be argued that this meant getting the economy back to its 2019 state with very low unemployment and inflation near 2 percent.,2020,2,489
815,"The remarkable coming together of technologies that we label IT has allowed us to move beyond efficiency gains in routine manual tasks to achieve new levels of productivity in routine information-processing tasks that previously depended upon other facets of human input--computing, sorting and retrieving information, and acting on pieces of information.",2007,2,792
918,"The labor market improved in August, and the unemployment rate edged down to 5.",2008,1,868
993,"The staff's June projections for the unemployment rate, real GDP growth, and inflation over the next few years were all a little lower, on balance, than those in its March forecast.",2021,2,936
664,Proponents of this strategy sometimes describe this approach as reducing inflation cycle-to-cycle or describe the economy as being one recession from price stability.,2000,1,643
16,A few participants judged that the expectations regarding the path of the federal funds rate implied by prices in financial markets were currently suggesting greater provision of accommodation at coming meetings than they saw as appropriate and that it might become necessary for the Committee to seek a better alignment of market expectations regarding the policy rate path with policymakers' own expectations for that path.,2020,0,16
136,"Because, under a simple feedback policy, private-sector expectations are likely to be broadly consistent with the central bank's plans, the effectiveness of monetary policy would be enhanced as well.",2007,2,134
297,"In Japan, private consumption rebounded strongly, and private investment and net exports continued to boost growth.",2006,2,283
229,"So, you know, as I mentioned, the Committee acutely feels its obligation to move to make sure that we restore price stability and is determined to use its tools to do so.",2014,1,224
356,"I look forward to my conversation with Steve Liesman and to your questions, but first, please allow me to offer a few remarks on the economic outlook, Federal Reserve monetary policy, and our new monetary policy framework.",2003,2,347
292,"We heard anecdotes today in the meeting about firms that might be government contractors that were, you know, not sure about whether the contracts would still be in place come January and making employment decisions based on that.",2019,2,285
871,This aggregate growth-accounting framework forms the economic underpinning of key comprehensive productivity statistics produced by the Bureau of Labor Statistics.,2021,2,844
1006,"The unemployment rate was likely to remain low going forward, and various participants remarked that there were some indications that further strengthening in overall labor market conditions was possible without creating undesirable pressures on resources.",2003,2,949
344,"However, making significant use of this option would bias credit flows in the direction of depository institutions and, if the volume of these loans were large enough, could affect the interest rates on the assets, specifically bank loans held by such institutions.",2004,2,335
320,"You know, what you hear out there is that demand—you talk to banks, and they’ll say demand for loans is very, very low right now.",2014,0,313
934,The moderation reflected lower growth in most major expenditure sectors.,2012,0,883
86,"As a result, growth of spending on consumer durables was expected to be appreciably below the rapid pace in the first half of last year, and housing demand would increase only a little from its recent level.",2015,2,84
286,"if you ask me, is this a significant factor shaping monetary policy now, well, it’s on the list of risks, it’s not a major—it’s not a major factor.",2015,2,279
68,"And as reserves reach durably ample levels, we intend to slow the pace of purchases such that our balance sheet grows in line with trend demand for our liabilities.",1998,1,67
217,"During expansions, equity prices tend to rise, although they often decline before a downturn in the economy.",2017,2,214
961,"The review of regional economic developments by the Federal Reserve Bank presidents pointed to moderate expansion in economic activity across much of the nation, though growth was described as modest in a few regions and relatively robust in some others.",2019,2,908
912,"The household saving rate, which had already risen considerably, would eventually level out and cease to hold back consumption growth.",2000,2,862
166,"Core consumer price inflation continued to slow, and inflation expectations remained subdued over the closing months of 2003.",2000,0,161
7,An unexpectedly sharp increase in wages or inflation could tell you that you’re reaching those points.,2018,1,7
360,"I shall endeavor to place this most unusual phenomenon in the context of the broader changes in our economy and, hopefully, explain why the value of education, especially to enhance advanced skills, is so vital to the future growth of our economy.",2022,2,351
677,"Participants expected that productivity growth would pick up as firms slowed hiring to a pace more in line with output growth but acknowledged that the improvement might be limited, particularly if business investment spending were to remain soft.",2008,2,642
203,"Conversely, fiscal policy expansion in the surplus countries could be used to augment domestic demand, but any such adjustments would need to take account of medium-term goals for fiscal consolidation.",2020,0,201
256,"However, in the view of most members, the outlook for both economic activity and price pressures remained very uncertain, and thus the timing and magnitude of future policy actions was quite unclear.",2014,2,247
355,"I have downplayed the role of the U.S. federal budget deficit today, and I disagree with the view, sometimes heard, that balancing the federal budget by itself would largely defuse the current account issue.",2003,2,346
1058,Those participants saw substantial slack in resource utilization and hence continued to judge that inflation was likely to remain subdued over the medium term as the economy continued to recover.,2000,0,998
666,"Pure bubbles--increases in asset prices that are 100 percent air--are, I suspect, rare.",2000,2,645
232,"Even as the outlook for real activity has weakened, there have been some important developments on the inflation front.",2003,1,228
707,"Stock options are incorporated, based on gains upon exercising the options, in the productivity and cost measure, but not in the ECI.",2006,2,686
1101,"With capacity utilization already at high levels, relatively rapid growth in inventory investment, if it were superimposed on stronger-than- projected expansion in final demand, could portend serious pressures on resources and inflationary consequences for the economy.",2020,1,1041
968,We might look to the historical experience with oil price shocks in the 1970sâ€”not a happy story.,2021,2,939
80,"But in many countries around the Chair Yellen’s Press Conference FINAL world that are important commodity exporters, the decline we’ve seen in oil prices has had a depressing effect on their growth, their trade with us and other trade partners, and caused problems that have had spillovers to the global economy as well.",2018,0,77
823,Survey and market measures of long-term inflation expectations did not suggest that the earlier higher inflation readings were going to persist.,1999,2,778
882,This is a tangible recent example of the need both to judge how the equilibrium real interest rate that is relevant for policy might have changed from a perceived long-run level and to set policy against the background of such an understanding.,2003,2,855
715,Private nonfarm payroll employment increased appreciably on balance over September and October.,1996,1,679
273,it does have a bearing on the inflation outlook.,2021,2,267
605,"Nonetheless, given a recovery in U. S. domestic demand approximating their current forecasts, growth in imports likely would exceed that of exports by a wide margin over the forecast horizon.",2014,1,574
586,"My fellow governors and I routinely receive from our staff a translation of the term structure of Treasury yields into implied forward rates, volatility inferred from options prices, and paths for expected monetary policy action consistent with futures prices.",2021,2,568
195,"So for many, many years, we’ve been far from maximum employment and stable prices, and so the need for accommodative policy has been—has been clear.",2016,0,190
242,"The Federal Reserve’s response is guided by our mandate to promote maximum employment and stable prices for the American people, along with our responsibilities to promote the stability of the financial system.",2020,1,237
997,"While recognizing the value of smoothing, I still feel that in the interest rate targeting regime the Fed now uses, we should at times be ready to change interest rates quite quickly in response to economic conditions.",2019,2,968
111,"However, at 7.7 percent, the unemployment rate remains elevated.",2013,0,106
644,"Overall, research indicates that trade with developing economies in particular has slowed the rate of growth of import prices faced by industrialized countries, with estimates of the reduction ranging widely from 1/2 to 2 percentage points.",2007,2,623
141,"In other cases, it’s pretty clear that inflation has spread more broadly across services.",2013,1,136
549,"Members saw the persistence of a relatively vigorous expansion in overall economic activity as a likely prospect in the context of continuing stimulus from fiscal and monetary policies, accommodative financial conditions, growing business optimism, favorable consumer sentiment, and robust increases in productivity.",1997,0,520
533,"Lessons from Past Productivity Booms First, many of the technological innovations associated with past productivity booms were general purpose technologies (GPTs) with widespread applicability.",2005,2,515
934,"To the extent that these producers are foreign, there should be a corresponding drop in domestic demand.",2007,0,905
978,"The staff continued to view the uncertainty around its projections for real GDP growth, the unemployment rate, and inflation as generally similar to the average of the past 20 years.",1998,2,923
6,"Also, the Committee will pay close attention to measures of inflation expectations to ensure that those expectations remain well anchored.",2018,1,6
148,"Construction employment posted another large increase, probably owing in part to hurricane-related activity.",2006,2,145
343,"However, it is not yet clear how high we will need to raise the federal funds rate and how much time will pass before we begin to see inflation moving back down in a consistent and lasting way.",2004,1,334
128,"Because good forecasts are so crucial to good monetary policy, I hope and expect to see a great deal more work exploring the robustness of alternative forecasting methods.",2003,2,127
498,"Inflation is much too high, and I strongly believe that bringing inflation back to our target is a necessary condition for meeting the goals mandated by Congress of price stability and maximum employment on a sustainable basis.",2005,1,482
590,"falling non-oil import prices likely subtracted 1/4 percentage point from the annual rate of core inflation.10 Finally, the trajectory of federal government debt relative to GDP and views regarding the debt's sustainability can also influence the effects of fiscal policy.",2021,2,572
529,"multifactor productivity growth fell to a pace of 0.4 percent, the slowest pace of any of the periods shown on the table.",1998,2,511
167,But the cumulative force of recent developments appears likely to yield a slowing in the pace of growth next year.,2006,0,165
167,Long-term unemployment in the current economy is—is the worst—really the worst it’s been in the postwar period.,2012,0,162
136,"Clearly, businesses regarded such investments as highly profitable, and they appeared to be leading to gains in productivity that in turn were helping to offset rising compensation and to maintain profit margins in highly competitive markets.",2022,2,133
362,"I strongly supported the FOMC's decision last week, and I expect to support additional rate increases until we see significant progress toward bringing inflation down.",2001,1,353
416,"In those Districts in which activity had been adversely affected by the drop in energy prices, drilling activity was either contracting less rapidly or was stabilizing.",2010,0,399
655,"Over the same period, demand for auto loans reportedly strengthened further at many banks.",2012,0,621
999,"The stance of monetary policy remains accommodative, thereby supporting some further strengthening in labor market conditions and a sustained return to 2 percent inflation.",2005,0,942
168,"But the importance of price stability has sometimes been insufficiently appreciated in our central bank's history, and, as Allan Meltzer will soon point out, such episodes have had unfortunate consequences.",2006,1,166
725,"Real GDP was forecast to decline and the unemployment rate to rise, on net, in the first half of this year.",2008,0,687
473,"Indeed, I would argue that over the past eight years, the framework served us well and supported the Federal Reserve's efforts after the Global Financial Crisis (GFC) first to achieve and then, for several years, to sustainâ€”until cut short this spring by the COVID-19 pandemicâ€”the operation of the economy at or close to both our statutorily assigned goals of maximum employment and price stability in what became the longest economic expansion in U.S. history.",2006,1,458
821,Such a directive would imply that any tightening should be implemented promptly if developments were perceived as pointing to rising inflation.,1999,1,776
216,Domestic demand growth has slumped in many foreign economies because of varying combinations of an increase in saving rates and a decline in investment.,2017,0,213
182,Our current framework for implementing monetary policy is working very well.,2021,2,177
300,"In addition, contacts reported that softer export sales, weaker economic activity abroad, and elevated levels of uncertainty regarding the global outlook were weighing on business sentiment and leading firms to reassess plans for investment spending.",2015,0,286
443,"Inflation had been subdued of late,",2004,0,424
85,But my colleagues and I continue to believe that the factors that are responsible this year for holding inflation down are likely to prove transitory.,2020,2,82
159,"But low rates are not solely or even primarily a result of the Federal Reserve's accommodative monetary policies; they are rooted in the market's expectations of low inflation and the weakness of the economic recovery, factors weighing on rates not just in the United States but throughout the advanced economies.7 Given low real rates and low inflation, expected nominal returns should be low across all asset classes.",1998,0,157
146,"Consistent with the optimism driving stock prices, spreads of corporate bond yields over comparable-maturity Treasury yields narrowed markedly across the credit spectrum, most notably for debt securities of the lowest credit quality firms.",1996,0,143
107,"As we gain experience with the enhanced forecasts, we will continue to evaluate how best to promote stability of both prices and employment.",2004,1,106
688,"Shortly after 9 a.m. each morning, the Desk staff and staff members at the Board of Governors confer over the phone to discuss their respective estimates of the day's demand for balances as well as to consider factors that may affect supply.",2006,2,667
861,"These authors point out (as have many others) that, when nominal interest rates are at or near zero, the central bank can lower the real rate of interest only by creating expectations of inflation on the part of the public.",2003,2,834
190,"Smoothing through these variations, average monthly job growth appears to have stepped down from last year’s strong pace, but job gains remain well above the pace necessary to provide jobs for new labor force entrants.",2020,2,185
67,"And I'm pleased to have the opportunity to share with you, the students of South Dakota State University (SDSU), my experience as a member of the Federal Reserve Board of Governors and my outlook for the U.S. economy.1 Today I will speak to you about my outlook for the U.S. economy and what the Federal Reserve has been doing to support economic activity during the COVID-19 pandemic recovery.",1998,2,66
29,"A variety of indicators, along with anecdotal reports, suggested that employment was expanding at a fairly good pace and labor compensation was rising moderately.",2003,1,29
173,But what if the Fed were actually to propose a soft form of inflation targeting?,2004,1,171
589,"Most participants remarked that the standard of ""substantial further progress"" had been met with regard to the Committee's price-stability goal or that it was likely to be met soon.",2007,1,559
55,"Although the unemployment rate is around a 50-year low, wages are rising broadly in line with productivity growth and underlying inflation.",2004,1,54
